Star: CS31082;    Mass table: frdm2012
Tables of ages from Th/U, Th/X and U/X chronometers
=============================================================
      Ye         S_final      Th/U      Th/X       U/X
      0.445      350.0     15.2721     27.8871     19.2061
      0.445      355.0     15.2886     27.9503     19.2373
      0.445      360.0     15.2979     27.9884     19.2557
      0.445      365.0     15.3020     28.0029     19.2631
      0.445      370.0     15.3020     28.0029     19.2631
      0.445      375.0     15.3020     28.0029     19.2631
      0.445      380.0     15.3020     28.0029     19.2631
      0.445      385.0     15.3020     28.0028     19.2631
      0.445      390.0     15.3020     28.0028     19.2631
      0.445      395.0     15.3020     28.0028     19.2631
      0.445      400.0     15.3020     28.0028     19.2631
      0.450      200.0     -2.0254   -380.3486   -121.9138
      0.450      205.0     -0.7642   -247.1770    -78.8533
      0.450      210.0      0.4033   -225.9181    -71.3234
      0.450      215.0      2.8878   -190.2938    -58.3467
      0.450      220.0      5.4302   -164.7238    -48.5171
      0.450      225.0      6.8520   -142.0072    -40.3526
      0.450      230.0      7.8044   -121.0894    -33.0768
      0.450      235.0      8.4494   -101.4388    -26.4113
      0.450      240.0      8.8520    -78.3370    -18.8167
      0.450      245.0      9.9223    -61.3234    -12.6981
      0.450      250.0     10.7661    -49.3340     -8.3257
      0.450      255.0     11.4012    -39.9448     -4.9189
      0.450      260.0     11.9144    -31.9738     -2.0444
      0.450      265.0     12.3530    -24.8402      0.5142
      0.450      270.0     12.7462    -18.2195      2.8794
      0.450      275.0     13.1501    -11.6086      5.2487
      0.450      280.0     13.5421     -5.2062      7.5438
      0.450      285.0     13.8868      0.8020      9.6819
      0.450      290.0     14.1595      6.3051     11.6111
      0.450      295.0     14.3662     11.2268     13.3112
      0.450      300.0     14.5247     15.4750     14.7651
      0.450      305.0     14.6488     18.9987     15.9660
      0.450      310.0     14.7503     21.8124     16.9267
      0.450      315.0     14.8388     23.9695     17.6704
      0.450      320.0     14.9206     25.5420     18.2243
      0.450      325.0     14.9996     26.6234     18.6206
      0.450      330.0     15.0758     27.3287     18.8959
      0.450      335.0     15.1451     27.7757     19.0846
      0.450      340.0     15.2024     28.0577     19.2128
      0.450      345.0     15.2460     28.2387     19.2998
      0.450      350.0     15.2774     28.3580     19.3590
      0.450      355.0     15.2987     28.4381     19.3988
      0.450      360.0     15.3115     28.4895     19.4238
      0.450      365.0     15.3180     28.5157     19.4365
      0.450      370.0     15.3188     28.5184     19.4378
      0.450      375.0     15.3188     28.5184     19.4378
      0.450      380.0     15.3188     28.5184     19.4378
      0.450      385.0     15.3188     28.5183     19.4378
      0.450      390.0     15.3188     28.5183     19.4378
      0.450      395.0     15.3188     28.5183     19.4378
      0.450      400.0     15.3188     28.5182     19.4378
      0.455      200.0         NaN        -Inf        -Inf
      0.455      205.0     -2.1248   -371.1375   -119.0621
      0.455      210.0     -0.6453   -244.2344    -77.8400
      0.455      215.0      0.4568   -221.9813    -70.0394
      0.455      220.0      3.1930   -187.7914    -57.3465
      0.455      225.0      5.6464   -162.4386    -47.6461
      0.455      230.0      7.0278   -139.7010    -39.5024
      0.455      235.0      7.9779   -118.7367    -32.2134
      0.455      240.0      8.5814    -98.6660    -25.4430
      0.455      245.0      9.0626    -75.3433    -17.7249
      0.455      250.0     10.1446    -58.6955    -11.7144
      0.455      255.0     10.9725    -46.8727     -7.4055
      0.455      260.0     11.5931    -37.5797     -4.0391
      0.455      265.0     12.1035    -29.6068     -1.1658
      0.455      270.0     12.5772    -22.1152      1.5300
      0.455      275.0     12.9944    -15.2116      4.0011
      0.455      280.0     13.3845     -8.6750      6.3375
      0.455      285.0     13.7450     -2.4841      8.5442
      0.455      290.0     14.0497      3.2816     10.5783
      0.455      295.0     14.2845      8.5393     12.4040
      0.455      300.0     14.4624     13.2147     14.0065
      0.455      305.0     14.6006     17.2255     15.3714
      0.455      310.0     14.7117     20.5333     16.4951
      0.455      315.0     14.7117     20.5333     16.4951
      0.455      320.0     14.8183     22.7869     17.2817
      0.455      325.0     14.9145     24.3775     17.8511
      0.455      330.0     15.0056     25.4349     18.2480
      0.455      335.0     15.0906     26.1043     18.5179
      0.455      340.0     15.1640     26.5195     18.6993
      0.455      345.0     15.2216     26.7790     18.8206
      0.455      350.0     15.2635     26.9448     18.9016
      0.455      355.0     15.2923     27.0537     18.9557
      0.455      360.0     15.3102     27.1243     18.9902
      0.455      365.0     15.3196     27.1638     19.0091
      0.455      370.0     15.3225     27.1733     19.0141
      0.455      375.0     15.3225     27.1733     19.0141
      0.455      380.0     15.3225     27.1733     19.0141
      0.455      385.0     15.3225     27.1732     19.0141
      0.455      390.0     15.3225     27.1732     19.0140
      0.455      395.0     15.3225     27.1732     19.0140
      0.455      400.0     15.3225     27.1732     19.0140
